,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,gpt Translations,qwen Translations
76,365,"If people in this neighborhood shop at Whole Foods regularly, then they do not shop at Stop and Shop regularly.
If people in this neighborhood are trying to start new diets, then they shop at Whole Foods regularly.
All people in this neighborhood who constantly have packed schedules and live close to a Stop and Shop location shop at Stop and Shop regularly.
If people in this neighborhood have at least one child and live in small towns, then they constantly have packed schedules and live close to a Stop and Shop location.
If people in this neighborhood grew up as only children and had a close-knit family during their childhood, then they have at least one child and live in small towns.
Susan is living in this neighborhood, and if she constantly has packed schedules and lives close to a Stop and Shop location, then Susan both constantly has packed schedules and lives close to a Stop and Shop location and is also trying to start a new diet. ","∀x (In(x, thisNeighborhood) ∧ ShopRegularlyAt(x, wholeFoods) → ¬ShopRegularlyAt(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ TryToStart(x, newDiet) → ShopRegularlyAt(x, wholeFoods))
∀x (In(x, thisNeighborhood) ∧ Have(x, packedSchedule) ∧ LiveCloseTo(x, stopAndShop) → ShopRegularlyAt(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ ∃y (Child(y) ∧ Have(x, y)) ∧ LiveIn(x, smallTown) → HasPackedSchedule(x) ∧ LiveCloseTo(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ GrowUpAs(x, onlyChild) ∧ HaveCloseKnitWith(x, family) → ∃y (Child(y) ∧ Have(x, y)) ∧ LiveIn(x, smallTown))
In(susan, thisNeighborhood) ∧ (Have(susan, packedSchedule) ∧ LiveCloseTo(susan, stopAndShop)) → Have(susan, packedSchedule)∧ LiveCloseTo(susan, stopAndShop) ∧ TryToStart(susan, newDiet)",Susan is living in this neighborhood and she is neither a person who grew up as an only child and had a close-knit family during her childhood nor a person who constantly has packed schedules and lives close to a Stop and Shop location.,"InThisNeighborhood(susan) ∧ ¬((GrowUpAs(susan, onlyChild) ∧ HaveCloseKnitWith(susan, family)) ∨ (Have(susan, packedSchedule) ∧ LiveCloseTo(susan, stopAndShop)))",True,972,"∀x (WholeFoodsRegular(x) → ¬StopShopRegular(x))
∀x (TryingNewDiet(x) → WholeFoodsRegular(x))
∀x ((PackedSchedule(x) ∧ CloseStopShop(x)) → StopShopRegular(x))
∀x ((HasChild(x) ∧ SmallTown(x)) → (PackedSchedule(x) ∧ CloseStopShop(x)))
∀x ((OnlyChild(x) ∧ CloseKin(x)) → (HasChild(x) ∧ SmallTown(x)))
InNeighborhood(susan)
(PackedSchedule(susan) ∧ CloseStopShop(susan)) → (PackedSchedule(susan) ∧ CloseStopShop(susan","

∀x (ShopWholeFoods(x) → ¬ShopStopShops(x))  
∀x (TryNewDiets(x) → ShopWholeFoods(x))  
∀x ((PackedSchedules(x) ∧ LiveCloseStopShops(x)) → ShopStopShops(x))  
∀x ((AtLeastOneChild(x) ∧ LiveSmallTowns(x)) → (PackedSchedules(x) ∧ LiveCloseStopShops(x)))  
∀x ((GrewUpOnlyChildren(x) ∧ CloseKnitFamily(x)) → (AtLeastOneChild(x) ∧ LiveSmallTowns(x)))  
(PackedSchedules(susan) ∧ LiveCloseStopShops(susan)) → TryNewDiets(susan)"
77,168,"Both vegans and vegetarians eat neither meat nor fish.
Vegans don't eat any products that come from animals.
Vegetarians may eat eggs.
Some of the products that come from animals are eggs, milk, and honey.
For some people, being a vegan is good for their health.","∀x ((Vegetarian(x) ∨ Vegan(x)) → ¬Eat(x, meat) ∧ ¬Eat(x, fish))
∀x ∀y (Vegan(x) ∧ ComeFrom(y, animals) → ¬Eat(x,y))
∃x (Vegetarian(x) → Eat(x, eggs))
ComeFrom(eggs, animals) ∧ ComeFrom(milk, animals) ∧ ComeFrom(honey, animals)
∃x (Vegan(x) → GoodForHealth(x))",John is a vegetarian if he eats neither meat nor fish.,"Vegetarian(john) ↔ ¬Eat(john, meat) ∧ ¬Eat(john, fish)",Uncertain,482,"FOL Premises:  
∀x∀y(((Vegan(x) ∨ Vegetarian(x)) ∧ (Meat(y) ∨ Fish(y))) → ¬Eats(x, y))  
∀x∀y((Vegan(x) ∧ AnimalProduct(y)) → ¬Eats(x, y))  
∀x(Vegetarian(x) → ∃y(Egg(y) ∧ Eats(x, y)))  
∃y(AnimalProduct(y) ∧ (Egg(y) ∨ Milk(y) ∨ Honey(y)))  
∃x(Person(x) ∧","

∀x (Vegan(x) → ¬EatMeat(x) ∧ ¬EatFish(x))  
∀x (Vegetarian(x) → ¬EatMeat(x) ∧ ¬EatFish(x))  
∃x (Vegetarian(x) ∧ Eat(x, eggs))  
AnimalProduct(eggs) ∧ AnimalProduct(milk) ∧ AnimalProduct(honey)  
∃x (Vegan(x))"
78,168,"Both vegans and vegetarians eat neither meat nor fish.
Vegans don't eat any products that come from animals.
Vegetarians may eat eggs.
Some of the products that come from animals are eggs, milk, and honey.
For some people, being a vegan is good for their health.","∀x ((Vegetarian(x) ∨ Vegan(x)) → ¬Eat(x, meat) ∧ ¬Eat(x, fish))
∀x ∀y (Vegan(x) ∧ ComeFrom(y, animals) → ¬Eat(x,y))
∃x (Vegetarian(x) → Eat(x, eggs))
ComeFrom(eggs, animals) ∧ ComeFrom(milk, animals) ∧ ComeFrom(honey, animals)
∃x (Vegan(x) → GoodForHealth(x))",Vegans don't eat eggs.,"∀x (Vegan(x) → ¬Eat(x, eggs))",True,483,"∀x ((Vegan(x) ∨ Vegetarian(x)) → (¬Eats(x, meat) ∧ ¬Eats(x, fish)))  
∀x (Vegan(x) → ∀y (AnimalProduct(y) → ¬Eats(x, y)))  
∀x (Vegetarian(x) → Eats(x, egg))  
AnimalProduct(egg) ∧ AnimalProduct(milk) ∧ AnimalProduct(honey)  
∃x (V","

∀x ( (Vegan(x) ∨ Vegetarian(x)) → ∀y ( (Meat(y) ∨ Fish(y)) → ¬Eat(x, y) ) )  
∀x (Vegan(x) → ∀y (AnimalProduct(y) → ¬Eat(x, y)))  
∀x (Vegetarian(x) → ∃y (Egg(y) ∧ Eat(x, y)))  
∀y (Egg(y) → AnimalProduct(y)) ∧ ∀y (Milk(y) → AnimalProduct(y)) ∧ ∀y (Honey(y) → AnimalProduct(y))  
∃x (Vegan(x) ∧ GoodForHealth(x))"
79,168,"Both vegans and vegetarians eat neither meat nor fish.
Vegans don't eat any products that come from animals.
Vegetarians may eat eggs.
Some of the products that come from animals are eggs, milk, and honey.
For some people, being a vegan is good for their health.","∀x ((Vegetarian(x) ∨ Vegan(x)) → ¬Eat(x, meat) ∧ ¬Eat(x, fish))
∀x ∀y (Vegan(x) ∧ ComeFrom(y, animals) → ¬Eat(x,y))
∃x (Vegetarian(x) → Eat(x, eggs))
ComeFrom(eggs, animals) ∧ ComeFrom(milk, animals) ∧ ComeFrom(honey, animals)
∃x (Vegan(x) → GoodForHealth(x))",Not eating eggs is good for your health.,"∀x (¬Eat(x, eggs) → GoodForHealth(x))",Uncertain,484,"∀x\,((Vegan(x)\,\lor\,Vegetarian(x))\;\rightarrow\;(\lnot Eat(x,\text{meat})\;\land\;\lnot Eat(x,\text{fish})))  
∀x\,(Vegan(x)\;\rightarrow\;\forall y\,(FromAnimals(y)\;\rightarrow\;\lnot Eat(x,y)))  
∀x\,(Vegetarian(x)\;\rightarrow\;Eat(x,\text{egg}))  
FromAnimals(\text{egg})\;\land\;FromAnimals(\text{milk})\;\land\;FromAnimals(\text{honey})  
∃x\,(Vegan(x","

∀x ( (Vegan(x) ∨ Vegetarian(x)) → ∀y ( (Meat(y) ∨ Fish(y)) → ¬Eats(x, y) ) )  
∀x (Vegan(x) → ∀y (AnimalProduct(y) → ¬Eats(x, y)) )  
∀x (Vegetarian(x) → ∃y (Egg(y) ∧ Eats(x, y)) )  
∀y (Egg(y) → AnimalProduct(y)) ∧ ∀y (Milk(y) → AnimalProduct(y)) ∧ ∀y (Honey(y) → AnimalProduct(y))  
∃x (GoodForHealth(x) ∧ Vegan(x))"
80,388,"No publications published in this lab are without abstracts.
Everything published in this lab is a Science journal or a CellPress journal. 
All Science journal publications published in this lab are prominent publications.
All Science journal publications published in this lab require peer reviews.
No prominent publications published in this lab are easily accepted.
""Provision of High Meat Content Food and Object Play Reduce Predation of Wild Animals by Domestic Cats Felis catus"" is either both a Science journal or a CellPress journal, or neither a Science journal nor a CellPress journal","∀x (Publication(x) ∧ PublishedIn(x, thisLab) → ¬WithoutAbstract(x))
∀x (Publication(x) ∧ PublishedIn(x, thisLab) ∧ (ScienceJournal(x) ∨ CellPressJournal(x)))
∀x (PublishedIn(x, thisLab) ∧ ScienceJournal(x) ∧ Publication(x) → Prominent(x) ∧ Publication(x))
∀x (PublishedIn(x, thisLab) ∧ ScienceJournal(x) ∧ Publication(x) → Require(x, peerReview))
∀x (PublishedIn(x, thisLab) ∧ Prominent(x) ∧ Publication(x) → ¬EasilyAccepted(x))
PublishedIn(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus, thisLab) ∧ ¬(ScienceJournal(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) ⊕ CellPressJournal(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus))","""Provision of High Meat Content Food and Object Play Reduce Predation of Wild Animals by Domestic Cats Felis catus"" is a publication without abstracts.",WithoutAbstract(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus),False,1038,"∀x (LabPub(x) → Abstract(x))  
∀x (LabPub(x) → (Science(x) ∨ CellPress(x)))  
∀x ((Science(x) ∧ LabPub(x)) → Prominent(x))  
∀x ((Science(x) ∧ LabPub(x)) → PeerReview(x))  
∀x ((Prominent(x) ∧ LabPub(x)) → ¬EasilyAccepted(x))  
(Science(P) ∧ CellPress(P)) ⊕ (¬Science(P","

∀x (PublishedInLab(x) → HasAbstract(x))  
∀x (PublishedInLab(x) → (ScienceJournal(x) ∨ CellPressJournal(x)))  
∀x (PublishedInLab(x) ∧ ScienceJournal(x) → Prominent(x))  
∀x (PublishedInLab(x) ∧ ScienceJournal(x) → RequirePeerReviews(x))  
∀x (PublishedInLab(x) ∧ Prominent(x) → ¬EasilyAccepted(x))  
(ScienceJournal(P) ∧ CellPressJournal(P)) ∨ (¬ScienceJournal(P) ∧ ¬CellPressJournal(P))"
81,388,"No publications published in this lab are without abstracts.
Everything published in this lab is a Science journal or a CellPress journal. 
All Science journal publications published in this lab are prominent publications.
All Science journal publications published in this lab require peer reviews.
No prominent publications published in this lab are easily accepted.
""Provision of High Meat Content Food and Object Play Reduce Predation of Wild Animals by Domestic Cats Felis catus"" is either both a Science journal or a CellPress journal, or neither a Science journal nor a CellPress journal","∀x (Publication(x) ∧ PublishedIn(x, thisLab) → ¬WithoutAbstract(x))
∀x (Publication(x) ∧ PublishedIn(x, thisLab) ∧ (ScienceJournal(x) ∨ CellPressJournal(x)))
∀x (PublishedIn(x, thisLab) ∧ ScienceJournal(x) ∧ Publication(x) → Prominent(x) ∧ Publication(x))
∀x (PublishedIn(x, thisLab) ∧ ScienceJournal(x) ∧ Publication(x) → Require(x, peerReview))
∀x (PublishedIn(x, thisLab) ∧ Prominent(x) ∧ Publication(x) → ¬EasilyAccepted(x))
PublishedIn(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus, thisLab) ∧ ¬(ScienceJournal(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) ⊕ CellPressJournal(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus))","If ""Provision of High Meat Content Food and Object Play Reduce Predation of Wild Animals by Domestic Cats Felis catus"" is either easily accepted or a publication without peer review, then it is a prominent publication and requires peer review.","EasilyAccepted(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) ⊕ WithoutAbstract(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) → Prominent(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) ∧ Publication(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) ∧ Require(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus, peerReview)",True,1039,"∃x (PublishedInLab(x) → HasAbstract(x))
∃x (PublishedInLab(x) → (Science(x) ∨ CellPress(x)))
∃x ((Science(x) ∧ PublishedInLab(x)) → Prominent(x))
∃x ((Science(x) ∧ PublishedInLab(x)) → RequiresPeerReview(x))
∃x ((Prominent(x) ∧ PublishedInLab(x)) → ¬EasilyAccepted(x))
(Science(HighMeatPub) ∧ CellPress(HighMeatPub)) ⊕ ¬(Science(HighMeatPub) �","

∀x (PublishedInLab(x) → HasAbstract(x))  
∀x (PublishedInLab(x) → (ScienceJournal(x) ∨ CellPressJournal(x)))  
∀x (PublishedInLab(x) ∧ ScienceJournal(x) → Prominent(x))  
∀x (PublishedInLab(x) ∧ ScienceJournal(x) → RequirePeerReviews(x))  
∀x (PublishedInLab(x) ∧ Prominent(x) → ¬EasilyAccepted(x))  
(ScienceJournal(T) ∧ CellPressJournal(T)) ∨ (¬ScienceJournal(T) ∧ ¬CellPressJournal(T))"
82,388,"No publications published in this lab are without abstracts.
Everything published in this lab is a Science journal or a CellPress journal. 
All Science journal publications published in this lab are prominent publications.
All Science journal publications published in this lab require peer reviews.
No prominent publications published in this lab are easily accepted.
""Provision of High Meat Content Food and Object Play Reduce Predation of Wild Animals by Domestic Cats Felis catus"" is either both a Science journal or a CellPress journal, or neither a Science journal nor a CellPress journal","∀x (Publication(x) ∧ PublishedIn(x, thisLab) → ¬WithoutAbstract(x))
∀x (Publication(x) ∧ PublishedIn(x, thisLab) ∧ (ScienceJournal(x) ∨ CellPressJournal(x)))
∀x (PublishedIn(x, thisLab) ∧ ScienceJournal(x) ∧ Publication(x) → Prominent(x) ∧ Publication(x))
∀x (PublishedIn(x, thisLab) ∧ ScienceJournal(x) ∧ Publication(x) → Require(x, peerReview))
∀x (PublishedIn(x, thisLab) ∧ Prominent(x) ∧ Publication(x) → ¬EasilyAccepted(x))
PublishedIn(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus, thisLab) ∧ ¬(ScienceJournal(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) ⊕ CellPressJournal(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus))","If ""Provision of High Meat Content Food and Object Play Reduce Predation of Wild Animals by Domestic Cats Felis catus"" is Publications on Science without abstracts or requires abstracts, then it is not either a Science journal or easily accepted.","WithoutAbstract(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) ∨ Require(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus, peerReview) → ¬(ScienceJournal(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus) ⊕ EasilyAccepted(provisionOfHighMeatContentFoodAndObjectPlayReducePredationOfWildAnimalsByDomesticCatsFelisCatus))",False,1040,"∀x (LabPublished(x) → Abstract(x))  
∀x (LabPublished(x) → (ScienceJournal(x) ∨ CellPressJournal(x)))  
∀x ((ScienceJournal(x) ∧ LabPublished(x)) → Prominent(x))  
∀x ((ScienceJournal(x) ∧ LabPublished(x)) → PeerReviewed(x))  
∀x ((Prominent(x) ∧ LabPublished(x)) → ¬EasilyAccepted(x))  
((ScienceJournal(p) ∧ CellPressJournal(p)) ⊕ ¬(ScienceJournal","

∀x (PublishedInLab(x) → HasAbstract(x))  
∀x (PublishedInLab(x) → (ScienceJournal(x) ∨ CellPressJournal(x)))  
∀x (ScienceJournal(x) ∧ PublishedInLab(x) → Prominent(x))  
∀x (ScienceJournal(x) ∧ PublishedInLab(x) → RequiresPeerReview(x))  
∀x (Prominent(x) ∧ PublishedInLab(x) → ¬EasilyAccepted(x))  
(ScienceJournal(P) ∧ CellPressJournal(P)) ∨ (¬ScienceJournal(P) ∧ ¬CellPressJournal(P))"
83,185,"Family Pirate Party was released in North America or Japan.
Games available in Canada have been released in North America.
Games that can be bought in Japan have been released in Japan.
Family Pirate Party is a game that is available in Canada and can be bought in Japan.
Some Games released in Japan are for the Wii.","ReleasedIn(familyPirateParty, northAmerica) ∨ ReleasedIn(familyPirateParty, japan)
∀x (Game(x) ∧ AvailableIn(x, canada) → ReleasedIn(x, northAmerica))
∀x (Game(x) ∧ BoughtIn(x, japan) → ReleasedIn(x, japan))
Game(familyPirateParty) ∧ AvailableIn(familyPirateParty, canada) ∧ BoughtIn(familyPirateParty, japan)
∃x (Game(x) ∧ ReleasedIn(x, japan) ∧ For(x, wii))",Family Pirate Party was not released in North America.,"¬ReleasedIn(familyPirateParty, northAmerica)",False,533,"ReleasedNA(FamilyPirateParty) ∨ ReleasedJP(FamilyPirateParty)  
∀x (AvailableInCA(x) → ReleasedNA(x))  
∀x (BuyableInJP(x) → ReleasedJP(x))  
AvailableInCA(FamilyPirateParty) ∧ BuyableInJP(FamilyPirateParty)  
∃x (ReleasedJP","

Released(Family Pirate Party, North America) ∨ Released(Family Pirate Party, Japan)  
∀x (Available(x, Canada) → Released(x, North America))  
∀x (Bought(x, Japan) → Released(x, Japan))  
Available(Family Pirate Party, Canada) ∧ Bought(Family Pirate Party, Japan)  
∃x (Released(x, Japan) ∧ For(x, Wii))"
84,185,"Family Pirate Party was released in North America or Japan.
Games available in Canada have been released in North America.
Games that can be bought in Japan have been released in Japan.
Family Pirate Party is a game that is available in Canada and can be bought in Japan.
Some Games released in Japan are for the Wii.","ReleasedIn(familyPirateParty, northAmerica) ∨ ReleasedIn(familyPirateParty, japan)
∀x (Game(x) ∧ AvailableIn(x, canada) → ReleasedIn(x, northAmerica))
∀x (Game(x) ∧ BoughtIn(x, japan) → ReleasedIn(x, japan))
Game(familyPirateParty) ∧ AvailableIn(familyPirateParty, canada) ∧ BoughtIn(familyPirateParty, japan)
∃x (Game(x) ∧ ReleasedIn(x, japan) ∧ For(x, wii))",Family Pirate Party was released in Japan.,"ReleasedIn(familyPirateParty, japan)",True,534,"**FOL Premises**  
(Assume constants: `fpp` (Family Pirate Party), `NA` (North America), `JP` (Japan), `CA` (Canada).  
Predicates: `Released(x, r)` – *x is released in region r*;  
`Available(x, r)` – *x is available in region r*;  
`CanBuy(x, r)` – *x can be bought in region r*;  
`WiiGame(x)` – *x is for the Wii*.)

1. `Released(fpp, NA) ∨ Released(fpp, JP)`  

2. `∀x (Available(x, CA) → Released(x, NA))`  

3. `∀x (CanBuy(x, JP) → Released(x, JP))`  

4. `Available(fpp, CA) ∧ CanBuy(fpp, JP)`  

5. `∃x (Released(x,","

∀x (AvailableIn(x, Canada) → ReleasedIn(x, NorthAmerica))  
∀x (CanBuyIn(x, Japan) → ReleasedIn(x, Japan))  
AvailableIn(FamilyPirateParty, Canada) ∧ CanBuyIn(FamilyPirateParty, Japan)  
ReleasedIn(FamilyPirateParty, NorthAmerica) ∨ ReleasedIn(FamilyPirateParty, Japan)  
∃x (ReleasedIn(x, Japan) ∧ ForWii(x))"
85,185,"Family Pirate Party was released in North America or Japan.
Games available in Canada have been released in North America.
Games that can be bought in Japan have been released in Japan.
Family Pirate Party is a game that is available in Canada and can be bought in Japan.
Some Games released in Japan are for the Wii.","ReleasedIn(familyPirateParty, northAmerica) ∨ ReleasedIn(familyPirateParty, japan)
∀x (Game(x) ∧ AvailableIn(x, canada) → ReleasedIn(x, northAmerica))
∀x (Game(x) ∧ BoughtIn(x, japan) → ReleasedIn(x, japan))
Game(familyPirateParty) ∧ AvailableIn(familyPirateParty, canada) ∧ BoughtIn(familyPirateParty, japan)
∃x (Game(x) ∧ ReleasedIn(x, japan) ∧ For(x, wii))",Family Pirate Party was released in North America and Japan.,"ReleasedIn(familyPirateParty, northAmerica) ∧ ReleasedIn(familyPirateParty, japan)",True,535,"Released(fpp, NorthAmerica) ∨ Released(fpp, Japan)  
∀x (Available(x, Canada) → Released(x, NorthAmerica))  
∀x (BoughtIn(x, Japan) → Released(x, Japan))  
Available(fpp, Canada) ∧ BoughtIn(fpp, Japan)  
∃x (Released(x","

∀x (AvailableInCanada(x) → ReleasedInNorthAmerica(x))  
∀x (CanBeBoughtInJapan(x) → ReleasedInJapan(x))  
AvailableInCanada(FamilyPirateParty) ∧ CanBeBoughtInJapan(FamilyPirateParty)  
∃x (ReleasedInJapan(x) ∧ ForWii(x))  
ReleasedInNorthAmerica(FamilyPirateParty) ∨ ReleasedInJapan(FamilyPirateParty)"
